n_threads,ops_per_thread,total_ops,wall_time_s,ops_per_sec,errors,invalid_states,transitions_to_active,transitions_to_save,transitions_to_off,final_state,pass
8,5000,40000,0.086,464934.0,0,0,1,1,0,ACTIVE,True
