frame_id,t_detect_ms,t_embed_ms,t_match_ms,t_vote_ms,t_gesture_ms,t_http_ms,t_total_ms
85,2.5766,3.4237,0.1793,0.0100,11.1249,0.0000,17.6829
86,2.3889,3.4215,0.0505,0.0026,11.0771,0.0000,17.1805
87,2.4075,3.4824,0.0495,0.0029,10.8768,0.0000,17.0552
88,2.3084,3.3583,0.0471,0.0022,10.9062,0.0000,16.9202
89,2.4946,3.5939,0.0538,0.0030,10.9531,0.0000,17.4068
90,2.3809,3.5314,0.0497,0.0026,10.8714,0.0000,17.0922
91,2.2754,3.4957,0.0452,0.0021,10.8515,0.0000,16.9896
92,2.3058,3.4312,0.0555,0.0030,10.8824,0.0000,16.9611
93,2.4618,3.1043,0.0455,0.0024,10.9575,0.0000,16.8312
94,2.8953,3.3612,0.0599,0.0030,10.8436,0.0000,17.4331
95,2.2675,3.2845,0.0480,0.0027,10.8439,0.0000,16.7045
96,2.5362,3.5592,0.0668,0.0032,11.0451,0.0000,18.2501
97,2.3443,3.3614,0.0562,0.0026,10.9017,0.0000,16.9366
98,2.4191,3.2571,0.0536,0.0029,10.9908,0.0000,17.0233
99,2.4464,3.2575,0.0506,0.0024,11.1714,0.0000,17.2271
100,2.9321,3.7180,0.0730,0.0036,11.0555,0.0000,18.0807
101,2.6964,3.3660,0.0562,0.0030,10.9050,0.0000,17.3225
102,2.2686,3.4727,0.0567,0.0029,10.8813,0.0000,16.9450
103,2.4744,3.9413,0.0578,0.0031,11.4733,0.0000,18.5652
104,2.5738,3.1115,0.0535,0.0032,11.0668,0.0000,17.0712
105,2.6780,3.1553,0.0794,0.0043,10.9971,0.0000,17.1925
106,2.5273,3.0474,0.0470,0.0026,10.9258,0.0000,16.7856
107,2.3352,3.0150,0.0451,0.0025,10.8925,0.0000,16.5115
108,2.3790,3.0816,0.0544,0.0028,10.9910,0.0000,16.7325
109,2.3593,3.0369,0.0447,0.0022,10.8817,0.0000,16.5373
110,2.5087,3.4517,0.0535,0.0025,11.1632,0.0000,17.5086
111,2.6274,3.3746,0.0734,0.0047,10.9428,0.0000,17.3490
112,2.4381,3.0228,0.0451,0.0024,11.0448,0.0000,16.8485
113,2.3313,3.1528,0.0585,0.0030,11.0892,0.0000,16.9508
114,2.2495,3.1412,0.0483,0.0021,11.0536,0.0000,16.7506
115,2.5456,3.1181,0.0486,0.0025,10.9234,0.0000,16.8990
116,2.1838,3.1265,0.0435,0.0023,10.9352,0.0000,16.4966
117,2.2987,3.0677,0.0499,0.0026,10.9501,0.0000,16.6284
118,2.4858,3.0032,0.0458,0.0021,10.9464,0.0000,16.7116
119,2.2059,3.0161,0.0468,0.0023,10.8995,0.0000,16.3696
120,2.5153,2.9420,0.0412,0.0023,10.8502,0.0000,16.5737
121,2.4392,3.1043,0.0594,0.0031,11.0302,0.0000,16.8811
122,2.3457,3.0584,0.0465,0.0021,11.1303,0.0000,16.8190
123,2.5165,3.0970,0.0593,0.0031,10.9735,0.0000,16.9715
124,2.4762,2.9479,0.0425,0.0021,10.9440,0.0000,16.6140
125,2.4632,3.0249,0.0415,0.0020,10.9605,0.0000,16.7017
126,2.4643,2.9943,0.0463,0.0023,10.8324,0.0000,16.5665
127,2.2740,2.8825,0.0405,0.0029,10.8845,0.0000,16.3038
128,2.2706,2.9250,0.0376,0.0019,10.9720,0.0000,16.3909
129,2.1978,2.9228,0.0406,0.0021,10.8917,0.0000,16.2367
130,2.2312,2.9387,0.0445,0.0023,10.8280,0.0000,16.2175
131,2.2993,3.0560,0.0416,0.0022,10.9033,0.0000,16.5340
132,2.4575,3.0840,0.0399,0.0021,10.9415,0.0000,16.7157
133,2.1908,3.1137,0.0447,0.0026,10.8273,0.0000,16.3805
134,2.1576,3.0338,0.0397,0.0022,10.9833,0.0000,16.4296
135,2.4119,3.1413,0.0426,0.0022,10.9620,0.0000,16.8264
136,2.3874,3.0636,0.0512,0.0027,10.9477,0.0000,16.6777
137,2.3418,2.9791,0.0483,0.0027,10.7924,0.0000,16.3701
138,2.2566,2.9593,0.0434,0.0024,10.9906,0.0000,16.4990
139,2.7564,2.9006,0.0389,0.0020,11.5448,0.0000,17.4835
140,3.7048,3.3890,0.0620,0.0035,11.0535,0.0000,18.4858
141,2.7574,3.7260,0.0537,0.0029,11.0407,0.0000,17.8446
142,2.3376,3.0806,0.0435,0.0026,10.9773,0.0000,16.6583
143,2.3027,3.1607,0.0508,0.0028,10.9185,0.0000,16.6660
144,2.7368,3.1416,0.0523,0.0030,11.0132,0.0000,17.1433
145,2.4675,3.0564,0.0410,0.0025,10.8743,0.0000,16.6175
146,2.5268,3.0452,0.0452,0.0025,10.9553,0.0000,16.7610
147,2.5315,3.1049,0.0411,0.0024,10.8903,0.0000,16.7639
148,2.5316,3.1257,0.0386,0.0020,11.0027,0.0000,17.0017
149,2.2930,3.2816,0.0450,0.0025,10.8454,0.0000,16.7019
150,2.5495,3.1819,0.0420,0.0023,10.8368,0.0000,16.8125
151,2.1968,3.3272,0.0415,0.0023,10.8882,0.0000,16.6672
152,2.3477,3.1809,0.0373,0.0023,10.8723,0.0000,16.6176
153,2.6514,3.1642,0.0358,0.0024,10.9280,0.0000,16.9549
154,2.2284,3.2803,0.0431,0.0023,10.9332,0.0000,16.6721
155,2.3537,3.2261,0.0455,0.0025,10.8963,0.0000,16.7011
156,2.2701,3.1312,0.0358,0.0019,10.8603,0.0000,16.4659
157,2.4236,3.1580,0.0350,0.0018,10.8427,0.0000,16.6739
158,2.4700,3.1636,0.0450,0.0022,10.8643,0.0000,16.7218
159,2.5318,3.2043,0.0392,0.0022,10.8944,0.0000,16.8618
160,2.5136,3.5022,0.0482,0.0025,10.9536,0.0000,17.2784
161,2.3121,3.2935,0.0482,0.0028,10.8843,0.0000,16.7760
162,2.3186,3.3777,0.0455,0.0027,10.9140,0.0000,16.8934
163,2.3782,3.1372,0.0408,0.0021,10.8807,0.0000,16.7189
164,2.2355,3.0865,0.0453,0.0028,10.8537,0.0000,16.4228
165,2.5120,3.4708,0.0461,0.0026,10.9707,0.0000,17.3053
166,2.3525,3.1455,0.0488,0.0027,10.9391,0.0000,16.7333
167,2.3817,3.2278,0.0500,0.0025,10.9492,0.0000,16.8667
168,2.5462,3.1304,0.0475,0.0023,10.8862,0.0000,16.8608
169,2.4574,2.9470,0.0448,0.0024,11.0887,0.0000,16.7532
170,2.5524,3.4310,0.0591,0.0034,11.1171,0.0000,17.4447
171,2.9213,3.1640,0.0535,0.0029,10.9885,0.0000,17.4531
172,2.4235,3.0370,0.0474,0.0024,10.9223,0.0000,16.7375
173,2.8307,3.0893,0.0526,0.0026,10.9872,0.0000,17.1999
174,2.4016,3.0529,0.0440,0.0021,10.8810,0.0000,16.5981
175,2.5373,3.0238,0.0514,0.0030,11.0020,0.0000,16.8183
176,2.1766,3.0383,0.0469,0.0022,10.9095,0.0000,16.3838
177,2.3634,2.9522,0.0489,0.0027,10.9659,0.0000,16.5295
178,2.3264,3.0365,0.0412,0.0020,10.9006,0.0000,16.5774
179,2.4593,2.9855,0.0403,0.0020,10.7955,0.0000,16.5349
180,2.3652,3.0442,0.0483,0.0032,11.0271,0.0000,16.7114
181,2.3236,3.1132,0.0435,0.0022,10.8872,0.0000,16.6127
182,2.3136,3.0829,0.0455,0.0022,10.9169,0.0000,16.6094
183,2.4168,3.0840,0.0500,0.0029,10.8503,0.0000,16.6555
184,2.5052,3.0516,0.0432,0.0022,10.8166,0.0000,16.6292
185,2.6250,3.0271,0.0455,0.0024,10.9783,0.0000,16.8835
186,2.3112,2.9905,0.0517,0.0025,10.8924,0.0000,16.4496
187,2.4372,3.0405,0.0467,0.0021,10.8889,0.0000,16.6393
188,2.4202,2.9496,0.0420,0.0021,10.8240,0.0000,16.5208
189,2.2338,3.1938,0.0410,0.0023,11.0030,0.0000,16.6987
190,2.4154,3.1022,0.0442,0.0023,10.9149,0.0000,16.7295
191,2.7095,3.0357,0.0495,0.0023,10.9320,0.0000,16.9637
192,2.2981,3.0021,0.0411,0.0022,10.8454,0.0000,16.3907
193,2.4537,3.0409,0.0451,0.0025,10.9765,0.0000,16.7368
194,2.3020,3.0289,0.0451,0.0025,10.9113,0.0000,16.5131
195,2.3790,3.0994,0.0490,0.0029,11.0249,0.0000,16.8541
196,2.8803,3.1397,0.0501,0.0023,11.0150,0.0000,17.3443
197,2.2556,3.2150,0.0479,0.0025,10.9434,0.0000,16.7125
198,2.4657,3.1018,0.0458,0.0026,10.9393,0.0000,16.8052
199,2.4070,3.0920,0.0458,0.0020,10.8713,0.0000,16.6633
200,2.1944,3.0444,0.0462,0.0030,10.8723,0.0000,16.3615
201,2.3688,3.0139,0.0437,0.0020,10.9491,0.0000,16.6297
202,2.5598,2.9711,0.0393,0.0025,10.8610,0.0000,16.6321
203,2.2765,2.9797,0.0409,0.0020,10.9099,0.0000,16.4711
204,2.3545,3.0484,0.0466,0.0022,10.9175,0.0000,16.5698
205,2.4095,3.0091,0.0443,0.0022,10.9759,0.0000,16.7300
206,2.6222,3.0509,0.0499,0.0027,10.9456,0.0000,16.9141
207,2.3911,3.1119,0.0497,0.0028,10.9595,0.0000,16.7688
208,2.5226,3.0232,0.0420,0.0023,10.7961,0.0000,16.6060
209,2.5247,3.1753,0.0420,0.0020,10.8935,0.0000,16.8690
210,2.4534,3.0117,0.0400,0.0021,10.8503,0.0000,16.6380
211,2.3145,2.9878,0.0372,0.0019,10.7983,0.0000,16.3311
212,2.3443,3.1592,0.0386,0.0019,10.8604,0.0000,16.6260
213,2.2484,3.1473,0.0408,0.0021,10.8572,0.0000,16.5843
214,2.5835,2.9828,0.0393,0.0018,10.8458,0.0000,16.6508
215,2.5099,3.0104,0.0444,0.0022,10.9461,0.0000,16.7169
216,2.2827,3.0736,0.0402,0.0023,10.8417,0.0000,16.4932
217,2.2446,2.9996,0.0382,0.0020,10.8783,0.0000,16.3756
218,2.4003,3.0202,0.0460,0.0026,10.8430,0.0000,16.5193
219,2.4762,3.0352,0.0417,0.0027,10.9247,0.0000,16.6904
220,2.5168,3.1219,0.0432,0.0023,10.8502,0.0000,16.7428
221,2.2748,3.2430,0.0393,0.0022,10.8760,0.0000,16.7053
222,2.5360,3.3377,0.0538,0.0029,11.1623,0.0000,17.4070
223,2.6565,3.2235,0.0485,0.0025,11.0109,0.0000,17.2150
224,2.4200,3.0820,0.0510,0.0030,11.0675,0.0000,16.8608
225,2.2057,3.3198,0.0559,0.0030,11.2459,0.0000,17.1068
226,2.7138,3.2227,0.0657,0.0037,11.1864,0.0000,17.4678
227,2.3727,3.0469,0.0530,0.0030,11.0375,0.0000,16.7916
228,2.2949,3.2188,0.0505,0.0028,11.0675,0.0000,16.8922
229,2.4460,3.1038,0.0508,0.0025,11.2646,0.0000,17.1165
230,3.0327,3.7029,0.0751,0.0047,11.5770,0.0000,18.6890
231,2.7916,3.8381,0.0742,0.0040,11.6673,0.0000,18.6941
232,3.0129,3.3974,0.0755,0.0042,11.2783,0.0000,18.0463
233,2.3830,3.3428,0.0607,0.0036,11.1024,0.0000,17.1580
234,2.4450,3.0832,0.0527,0.0025,10.9892,0.0000,16.8215
235,2.5014,3.1302,0.0468,0.0019,10.9715,0.0000,16.9778
236,2.2899,3.6589,0.0576,0.0029,11.1189,0.0000,17.6895
237,2.2950,3.2828,0.0612,0.0034,10.9139,0.0000,16.7877
238,2.2337,3.0981,0.0612,0.0036,10.9291,0.0000,16.5048
239,2.2766,3.0288,0.0397,0.0025,10.9205,0.0000,16.4488
240,2.4199,3.0303,0.0367,0.0023,10.8360,0.0000,16.4981
241,2.3528,2.9793,0.0377,0.0020,10.9482,0.0000,16.4960
242,2.1621,3.0977,0.0396,0.0020,10.9648,0.0000,16.4681
243,2.2311,3.1028,0.0370,0.0026,10.8708,0.0000,16.5008
244,2.4668,3.0942,0.0489,0.0027,10.9434,0.0000,16.7434
245,2.1832,2.9542,0.0396,0.0022,10.9173,0.0000,16.2680
246,2.4898,2.9823,0.0371,0.0020,10.8840,0.0000,16.5628
247,2.3769,3.0041,0.0469,0.0025,10.8811,0.0000,16.5662
248,2.3774,2.9670,0.0449,0.0023,11.0065,0.0000,16.5945
249,2.4704,3.0027,0.0570,0.0024,10.9698,0.0000,16.7137
250,2.6494,3.6731,0.0728,0.0045,11.0420,0.0000,17.7888
251,2.5561,3.0578,0.0457,0.0028,11.0463,0.0000,16.9850
252,2.4866,3.0121,0.0388,0.0022,10.8771,0.0000,16.5805
253,2.6577,2.9742,0.0381,0.0019,10.8573,0.0000,16.7667
254,2.3853,3.0384,0.0469,0.0024,10.9596,0.0000,16.6162
255,2.4102,3.0274,0.0366,0.0020,10.8549,0.0000,16.5026
256,2.5486,3.0847,0.0382,0.0023,10.9166,0.0000,16.7847
257,2.5476,3.1414,0.0362,0.0020,10.8895,0.0000,16.7939
258,2.3310,3.0730,0.0362,0.0018,10.9351,0.0000,16.5540
259,2.3748,3.0939,0.0651,0.0026,10.9359,0.0000,16.7334
260,2.5845,3.2339,0.0602,0.0030,10.9758,0.0000,17.0835
261,2.2146,3.1225,0.0442,0.0023,10.9293,0.0000,16.4918
262,2.3645,3.1098,0.0397,0.0021,10.8962,0.0000,16.5902
263,2.3458,3.1310,0.0398,0.0026,10.8533,0.0000,16.5525
264,2.3317,3.1459,0.0412,0.0027,10.9205,0.0000,16.6309
265,2.7230,3.0544,0.0410,0.0023,10.9693,0.0000,16.9610
266,2.3148,3.1514,0.0365,0.0019,10.9372,0.0000,16.6179
267,2.3270,3.1305,0.0405,0.0023,10.9662,0.0000,16.7105
268,2.2788,3.0976,0.0394,0.0020,10.9483,0.0000,16.6219
269,2.7045,3.1046,0.0440,0.0024,10.9370,0.0000,16.9728
270,2.2259,3.1239,0.0390,0.0021,10.8666,0.0000,16.4351
271,2.4164,3.1014,0.0372,0.0020,10.8567,0.0000,16.5923
272,2.4550,3.0705,0.0380,0.0023,10.8483,0.0000,16.6097
273,2.3069,3.1179,0.0421,0.0022,10.9288,0.0000,16.6369
274,2.3604,2.9679,0.0375,0.0016,10.8801,0.0000,16.4710
275,2.3639,2.9594,0.0395,0.0027,10.9086,0.0000,16.4489
276,2.2763,2.9698,0.0371,0.0022,10.8914,0.0000,16.4120
277,2.5929,2.9713,0.0381,0.0024,10.9178,0.0000,16.7429
278,2.3111,3.0916,0.0374,0.0024,10.8847,0.0000,16.5472
279,2.4645,3.0136,0.0381,0.0025,10.8528,0.0000,16.5598
280,2.3997,3.1199,0.0438,0.0027,10.9786,0.0000,16.7432
281,2.4968,3.0119,0.0391,0.0021,10.8683,0.0000,16.6593
282,2.5461,2.9717,0.0377,0.0020,10.9329,0.0000,16.6841
283,2.4091,2.9297,0.0369,0.0019,10.9205,0.0000,16.4659
284,2.2969,2.9961,0.0373,0.0017,10.8450,0.0000,16.3449
285,2.5737,2.9107,0.0371,0.0017,10.9085,0.0000,16.6068
286,2.5157,2.9894,0.0394,0.0024,10.9141,0.0000,16.6885
287,2.6372,2.9722,0.0363,0.0018,10.9838,0.0000,16.8326
288,2.6295,3.0429,0.0377,0.0018,10.9037,0.0000,16.7902
289,2.3917,3.5298,0.0497,0.0029,11.1244,0.0000,17.4100
290,2.7020,3.4650,0.0481,0.0026,10.9764,0.0000,17.4522
291,2.1903,3.2272,0.0490,0.0029,10.9428,0.0000,16.6317
292,2.1708,3.3209,0.0448,0.0022,10.9698,0.0000,16.7380
293,2.1850,3.1553,0.0406,0.0020,10.8715,0.0000,16.5114
294,2.3370,3.1022,0.0382,0.0069,10.8795,0.0000,16.5398
295,2.2660,3.1077,0.0503,0.0026,10.8676,0.0000,16.4815
296,2.2408,3.0598,0.0415,0.0025,10.8943,0.0000,16.4071
297,2.2218,3.0525,0.0391,0.0023,10.9382,0.0000,16.5012
298,2.3163,3.0492,0.0389,0.0018,10.8883,0.0000,16.4622
299,2.3223,3.1308,0.0383,0.0018,10.9456,0.0000,16.6302
300,2.3755,3.1348,0.0405,0.0020,10.9441,0.0000,16.7203
